Attribute,Frequency
"[**2157-2-27**] 7:17 am
 chest",1
"a trace
 pneumothorax",1
64132,1
the small residually aerated right lung,1
"new
 vascular congestion",1
the marked elevation,1
8:03 a.m.,1
63912,1
predominantly atelectasis,1
"a
 right-sided ij central venous catheter",1
"a second
 chest tube",1
"massive
  hemoptysis x2",1
widespread airspace opacities,1
acute occlusive thrombus,1
"neutropenic
  fever",1
74827,1
74826,1
infusion port catheter,1
a lordotic view,1
relative opacification,1
":

 new region",1
"[**2-11**]:

 history",1
"final report
 ap chest 12:09 p.m.",1
"productive cough
 reason",1
"5:27 pm
 ct abdomen w/contrast",1
recurrent fevers,1
5504,1
3517,1
typhlitis,1
2a:45,1
outpouchings,1
inverted,1
2781,1
9:45 pm,1
"extensive residual clot
 burden",1
"the chest
 admitting diagnosis",1
"productive
  cough",1
"apical mass,
 moderate loculated left pleural effusion",1
"[**2180-1-30**] 9:35 pm
 chest",1
"[**2180-1-31**] 5:10 am
 chest",1
75603,1
pleural and skeletal abnormalities,1
widespread pulmonary parenchymal,1
"separately dictated
 chest radiograph",1
"a new
 right subclavian vascular catheter",1
"8:04 a.m.

 indication",1
"21:49

 comparison",1
"s/p et
  tube placement",1
rea,1
clavicle - recommended pa,1
74828,1
"otherwise, no interval
 change",1
the patchy area,1
right clavicle,1
"possible
 abnormality",1
recurrent fever,1
recent portable,1
"[**2144-2-11**] 7:37 pm
  rea",1
"lordotic views
 reason",1
"[**2140-9-8**] 10:19 am
 ct chest w/contrast                                             clip #",1
lymphangytic,1
no significant interval change post clamp,1
both cerebral and cerebellar parenchyma,1
"blood fluid l
  contrast",1
84 yo male,1
"[**2150-2-13**] 1:28 pm
 mr head w & w/o contrast                                        clip #",1
0021,1
85775,1
underlying endobronchial lesion,1
"impression:
 1)  satisfactory placement",1
"0021
 hours",1
reimaged,1
394,1
393,1
"bronchoscopic
 evaluation",1
the dominant central lesion,1
a separate focus,1
the lung periphery,1
least one nodule,1
the lobulated mass,1
the lateral segment bronchus,1
the lobulated right lower lobe mass,1
4)  coronary artery calcifications,1
"a true
 endobronchial lesion",1
blood fluid level,1
better eval,1
"blood fluid level and
 midline shift",1
"marked midline shift and
 subfalcine herniation",1
fluid-debris level,1
a cystic component,1
"probable uncal
 herniation",1
"marked surrounding
 parenchymal edema",1
the left frontal/temporal lobes,1
"parenchymal signal abnormality and abnormal
 enhancement",1
"cerebral
 parenchyma",1
multiple smaller foci,1
the left basilar cistern,1
significant surrounding parenchymal edema,1
"a recent chest
 ct",1
"parenchymal
 enhancement",1
"abnormal
 signal",1
a fluid-debris level,1
this cystic lesion,1
approximately 5.6 x,1
the left anterior temporal lobe,1
the previous outside hospital ct,1
no comparison mr head,1
probable bronchogenic carcinoma,1
the repeat imaging,1
carinal level,1
improved breath-holding,1
82622,1
suggestion - infiltrate,1
"xray

  thanks",1
82706,1
"however clinical
 correlation",1
smaller opacities,1
"multifocal patchy air
 space opacities",1
"the right lateral cp
 angle",1
"2:34 pm
 chest",1
hemmorrhage,1
"subtle parenchymal
 abnormalities",1
approximately 3.6 x 3.7 cm,1
"the sphenoid
 sinuses",1
"post surgical
 encephalomalacia",1
"[**2150-2-16**].

 findings",1
"r/o hemmorrhage
 no contraindications",1
"now w/ acute
  change",1
p/w fevers,1
"[**2150-3-7**] 3:25 pm
 ct head w/o contrast                                            clip #",1
82624,1
bibasilar pneumonic process,1
"a
 recent portable chest radiograph",1
"the lobulated
 mass",1
peripheral mucoid impaction,1
23 mm,1
separate nodules,1
"the
 dominant right lower lobe mass",1
"more
 peripheral nodular opacities",1
"a primary bronchogenic
 carcinoma",1
a known brain mass,1
associated bulky subcarinal lymphadenopathy,1
3.6 x 3.7 cm diameter mass,1
a small calcified granuloma,1
mild right hilar lymphadenopathy,1
a large subcarinal nodal mass,1
several smaller rounded opacities,1
the ductus ligament,1
the lower left paratracheal region,1
"a well circumscribed polypoid
 lesion",1
"nonspecific
 peripheral linear opacities",1
so much motion,1
"the anterior segment
 bronchus",1
some obstruction,1
the right lower lobe bronchi drape,1
small airways disease distal,1
"multiple
 other smaller enhancing foci",1
metastitic disease,1
high- grade stenosis,1
85776,1
97410,1
"enhancement
 suggestive",1
frontal hemorrhagic lesion,1
the right parietooccipital region,1
small soft tissue fluid collection,1
the left frontal hemorrhagic lesion,1
"the superior
 cerebellar herniation",1
undergone excision,1
"t1 axial, sagittal, and
 coronal images",1
"possible
 metastases status post excision",1
gadolinium eval post,1
"possible metastatic origin s/p
  excision",1
cerebral hemorrhage s/p excision,1
"mr head w & w/o contrast [**2144-8-14**] 7:34 pm
 mr head w & w/o contrast                                        clip #",1
aqueduct,1
incisura,1
superior herniation,1
"the
 cerebellar mass",1
cerebellar and cerebral hemorrhagic masses,1
"(cont)
 resolution",1
] 2:11 am,1
"associated left-sided
 volume loss",1
lower lobe and lingula consolidation,1
"the right, diffuse
 interstitial infiltrates",1
"the enhancing soft
 tissue inverts",1
large subcarinal nodal mass,1
the expiration images,1
approximately 3.5 x 2.8 cm,1
hematogenous metastatic disease,1
"aerated bronchus or
 necrotic pulmonary tissue",1
"air
 collection",1
"the
 mediosuperior portion",1
"no significant
 right pleural effusion",1
"the right upper lobe bronchus
 intermedius",1
routine secretion,1
the entire lung zone,1
"apparent
 occlusion",1
low-dose expiration images,1
left and right main stem bronchus,1
"carina
 reason",1
"left mainstem
  bronchus",1
80428,1
right-sided interstitial,1
asymmetric interstitial infiltrate,1
this type,1
"the left superior
 cerebellar artery",1
"both intracranial
 vertebral arteries",1
the anterior middle cerebral arteries,1
"an underlying
 endobronchial lesion",1
a large right cerebellar t2 hypointense,1
source image date,1
flight mr angiography,1
3d time,1
post gadolinium t1 weighted scans,1
cerebral hemorrhage,1
endobrnchial,1
85774,1
an underlying endobrnchial lesion,1
the patient's recent ct,1
the surrounding cerebellum,1
"a right lower lobe
 opacity",1
vaculature,1
85772,1
"prominent
 vasculature",1
possible hilar adenopathy,1
a subsegmental atypical pneumonia,1
mass-like features,1
"l
  subclavian central line",1
metastitic,1
"t1
 hyperintense mass",1
superior displacement,1
both intracranial  carotid arteries,1
"minimal
 enhancement",1
dwi scans,1
some locations,1
abnormal intracranial enhancement,1
the t1 weighted images,1
"the smaller left
 frontal lobe mass",1
the right cerebellar mass,1
"if any, enhancement",1
larger mass,1
the perimeter,1
post gadolinium images,1
"the
 medial superior cerebellum",1
"the gradient
 echo images",1
"the
 more posterolateral",1
a smaller roughly 5 mm round mass,1
"t1 hyperintense
 mass",1
a t2 hypointense,1
"the lateral and third
 ventricles",1
most mild dilatation,1
the aqueduct,1
the tentorial incisura,1
patchy bibasilar atelectasis,1
overall no significant change,1
"a patchy nodular
 density",1
however an infectious process,1
"impression:

 1) extensive confluent mediastinal lymph node disease",1
"obstructive small
 airways disease",1
branching pattern,1
"additional multiple
 small centrilobular opacities",1
a 13 x 11 mm,1
additional collapse,1
a critical narrowing,1
no pericardial or pleural effusions,1
the left hilar lymph nodes,1
additional low- density subcarinal and hilar lymph nodes,1
additional soft tissue,1
"high-grade, near-complete obstruction",1
a circumferential manner,1
the superior cava,1
an intraluminal filling defect,1
aggregate results,1
this lymph,1
middle mediastinal mass,1
a large conglomerate,1
3d multiplanar reconstructions,1
end-expiration,1
associated severe luminal narrowing,1
end-inspiration,1
"complete
 obstruction",1
"a patent and
 compressible left basilic vein",1
"probable
 associated volume loss",1
increased patchy opacities,1
"persistent
 fever",1
82626,1
a 40 cm dual lumen,1
the fluoroscopic spot radiograph,1
a 5 fr dual lumen,1
the puncture suite,1
a longer 0.018 guidewire,1
"the
 usual sterile manner",1
"dynamic
 expiration",1
the patient's left upper extremity,1
radiologist supervising,1
aspergillus infection,1
"w/
  aspergillus infection
 reason",1
"10:34 am
 picc",1
hliar,1
lump,1
"extensive mediastinal and right
 hliar  nodal disease",1
obstructive small airways disease,1
"dynamic
 breathing",1
1.25-mm reconstructions,1
"2.5-mm contiguous axial
 images",1
"the
 esophageal wall",1
a 3.5 x 3.3 cm region,1
the insertion site,1
one 7-mm rounded hypodensity,1
smaller hypodensities,1
multiple 5-mm rounded hypodensities,1
multiple tiny low-density lesions,1
tiny low-density foci,1
"no pleural or pericardial
 effusions",1
"an 8-mm right
 paratracheal lymph node",1
the previously identified air,1
"no focal fluid
 collections",1
lower lung lobe nodule,1
"multiple 2-3 mm
 noncalcified pulmonary nodules",1
a unchanged 3-cm mass,1
"bilateral apical
 scarring",1
g-tube manipulation,1
"g-tube
 no contraindications",1
; ct chest,1
"esophagous
 reason",1
excess tube,1
inflammation crosses,1
"no
 pathologically enlarged pelvic or inguinal lymphadenopathy",1
"the r main stem
  bronchus",1
a distal tracheal stent,1
some inflammatory stranding,1
approximately 16 x 13 mm,1
"a
 low density center",1
a peripherally enhancing nodule,1
the patient's chest,1
a palpable lump,1
"additional
 information",1
the medical house staff,1
no large pulmonary nodules,1
":
  s/p stent placement",1
1.  3.5 x 3.3 cm region,1
"8:48 pm
 chest",1
excess,1
the left lung base nodule,1
stable mediastinal lymph nodes,1
stable mass,1
"the
 peritoneum",1
no focal fluid collections,1
the g-tube insertion site,1
the midline abdomen,1
right lower lobe patchy opacities,1
82630,1
hiv and adenocarcinoma brain mets,1
"the left posterior
 costophrenic sulcus",1
brain adenocarcinoma,1
46 yo female p/w fevers,1
"pulmonary embolism
 field",1
"[**2150-3-7**] 3:27 pm
 cta chest w&w/o c",1
82621,1
probable multifocal pneumonia,1
a further small area,1
the anterior cardiophrenic angle,1
the cisternal region,1
focal ill defined areas,1
now w/ acute change,1
brain adenoca,1
"[**2150-3-6**] 3:30 pm
 chest",1
pathogen,1
82625,1
a more complete description,1
recent chest ct report,1
"the
 spiculated lesion",1
"multifocal
 infarctions",1
the superior lung fields,1
multifocal pna pa/lat,1
"brain
 adenocarcinoma and acute desaturation event",1
superior mediastinal lymphadenopathy,1
"a 1.5x1.3cm pleural-based
 nodule",1
3.1x1.6,1
1.5x1.3,1
82623,1
several lung nodules,1
2. extensive mediastinal and hilar lymphadenopathy,1
"no
 gross abnormalities",1
"the the right lower
 lobe",1
3.1x1.6cm,1
"a smaller, sub-cm
 pleural- based nodule",1
]-apical bullous changes,1
contiguous images,1
"pulmonary
 windows",1
intra-arterial filling defects,1
the pulmonary artery tree,1
outside exams,1
"several pretracheal, hilar, and aorticopulmonary
 window lymph nodes",1
1.7 x 2.9 cm,1
significant mediastinal lymphadenopathy,1
"patient
 debility",1
the pulmonary cta protocol,1
overall decreased attenuation,1
a double shadow,1
bronchial aspergillosis,1
approximately 8 pm,1
herpes simplex encephalitis,1
both insula,1
the medial temporal lobes,1
confluent cortical t2 hyperintensity,1
an additional metastasis,1
the medial right cerebellar,1
"herpes
 encephalitis",1
"no blood
 breakdown products",1
paraneoplastic limbic encephalitis,1
simplex encephalitis,1
hippocampi,1
the right insula,1
slight gyriform enhancement,1
poor visualization,1
the involved gyri,1
"both
 temporal lobes",1
new confluent t2 hyperintensity,1
multiplanar pre,1
"unknown primary and mental status
 changes",1
"[**3-19**].

 clinical history",1
"paraneoplastic limbic
 encephalitis",1
gyriform,1
the spiculated appearance,1
right patchy opacity,1
multiple pulmonary infarctions,1
the overall impression,1
patchy increased densities,1
a spiculated 12 mm mass,1
"abscess
 ______________________________________________________________________________
                                 final report
 indication",1
persistent high o2 requirements,1
"metastatic brain tumor w/ persistent
  fever",1
82631,1
"numerous scattered, small upper lobe opacities",1
"a short-term follow up
 examination",1
82628,1
"multiple small, ill-defined upper lobe opacities",1
right basilar patchy opacity,1
a tiny right-sided effusion,1
"[**2150-3-23**].

 findings",1
any additional infiltrate,1
46 yo female,1
breakdown,1
82629,1
4224,1
"the
 central airway",1
distal patency,1
meidal,1
"r segmental pe
 reason",1
"the brachial,
 cephalic and basilic veins",1
"the
 more distal right axillary vein",1
"right internal
 jugular veins",1
rt arm swelling,1
"[**2190-5-14**] 12:56 pm
 unilat up ext veins us right                                    clip #",1
85197,1
"persistent perihilar
 opacities",1
the peripheral lungs,1
"a round left
 lung mass",1
"5:31 am
 chest",1
steging,1
85000,1
3. gynecomastia,1
"no pathologically enlarged hilar or mediastinal lymph
 nodes",1
1. 2.8 cm,1
this dedicated chest exam,1
no evident abnormalities,1
the left posterior pleural fat,1
5 mm greatest short axis dimension,1
a single left hilar lymph node measures,1
"no significant mediastinal or
 hilar lymphadenopathy",1
"the
 jugular vein",1
right internal jugular veins,1
85253,1
":
  known brain mets",1
85154,1
new appreciable intracranial hemorrhage,1
"the left posterior frontal
 high craniotomy defect",1
no overt sign,1
the suprasellar mass lesion,1
subtle degrees,1
"previous ct
 angiography",1
"the
 intravenous infusion",1
the entire brain,1
"[**2190-5-10**] 6:25 am
 ct head w/o contrast                                            clip #",1
"final report
 indications:   decreased o2 sats",1
85290,1
no definite infiltrates,1
present suggesting degree,1
", effusion",1
"[**2190-5-15**] 7:25 pm
 chest",1
85252,1
the left mid lung zone rounded mass,1
perihilar vascular prominence,1
"[**2190-5-13**].

 portable ap chest",1
"linear
 scarring",1
the superior segments,1
"two small ground glass
 nodules",1
its largest diameter,1
suspected lung primary,1
71 y/o male,1
"suspected lung cancer

 reason",1
"[**2190-3-17**] 6:34 pm
 chest",1
84998,1
"a
 post operative scan",1
"a pre-operative
 planning",1
large enhancing necrotic lesion,1
"pre-operative
 planning purposes",1
3 x 2.8 cm,1
"[**2190-3-15**].

 findings",1
"the left posterior
 frontal lobe",1
a large necrotic mass lesion,1
possible sedation,1
the neurology resident,1
a wand/mp-rage protocol,1
"gadolinium
 administration",1
t1 axial images,1
possible neurosurgery,1
prer-operative planning,1
"assess
 postoperative appearance",1
minor bibasilar atelectasis,1
a 2.8 x 2.5 cm soft tissue nodule,1
the normally clear retrosternal space,1
optiray iv,1
axial chest ct,1
