General Attribute,General Frequency,Matched Medical Attributes,Matched Medical Frequencies,Mean Cosine Similarity,Direction
malignant,194,Metastasis From Malignant Neoplasm; Malignant Neoplasm Of Thyroid Gland; Unclassified Tumour Malignant; Malignant Melanoma; Malignant Melanoma Metastatic; Malignant Neoplastic Disease; Metastatic Malignant Neoplasm To Liver; Malignant Disease; Anatomic Location Of Primary Malignant Neoplasm; Metastasis From Malignant Neoplasm Of Pleura; Malignant Pericardial Effusion; Metastatic Malignant Neoplasm To Bone; Malignant Lymphoma; Metastatic Malignant Neoplasm To Vertebral Column; Metastatic Malignant Neoplasm To Lung; Malignant Neoplasm Of The Central Nervous System; Malignant Glandular Cell; Metastatic Malignant Neoplasm To The Adrenal Gland; Non Keratinizing Malignant Small Squamous Cell; Malignant Squamous Cell Neoplasm; Primary Malignant; Malignant Lymphoma Non Hodgkin S Type; Malignant Neoplasm Of The Mesothelium; Malignant Tumour Of Larynx; Metastatic Malignant Neoplasm To Brain; Metastatic Malignant Neoplasm To Pancreas; Metastatic Malignant Neoplasm To The Retroperitoneum; Secondary Malignant Neoplasm Of Small Intestine Incl Duodenum; Metastatic Malignant Neoplasm To The Abdominal Cavity; Malignant Hodgkin S Lymphoma; Malignant Epithelial Neoplasm Of Brain; Malignant Lymphoma B Cell Type; Metastatic Malignant Neoplasm In The Spinal Cord; Metastatic Malignant Neoplasm To Kidney; Metastatic Malignant Neoplasm In The Neck; History Of Malignant Mesothelioma; Malignant Tumour Of Stomach; Malignant Neoplasm Of Lung; Malignant Neoplasm Of Larynx Stage Iv,937; 21; 356; 1; 1; 25; 40; 7; 3; 9; 21; 80; 33; 12; 41; 1; 1; 25; 4; 24; 1; 1; 6; 5; 6; 1; 1; 1; 3; 3; 1; 3; 5; 3; 2; 7; 1; 1; 2,0.8902874764038057,General ⊂ Medical
popliteal,218,Structure Of Popliteal Vein; Structure Of Popliteal Artery; Lower Extremity Femoral Vein Popliteal Vein; Deep Venous Thrombosis Of The Popliteal Vein,128; 21; 13; 1,0.8903409553195992,General ⊂ Medical
eating,6,Pain With Eating,1,0.8904925973795754,General ⊂ Medical
interventions,1,Therapeutic Interventions,1,0.890604362056254,General ⊂ Medical
interlobar,21,Interlobar Fissures,5,0.8906243579530235,General ⊂ Medical
fibrosis,134,Fibrosis Interstitial Pulmonary; Areas Of Fibrosis; Diffuse Pulmonary Fibrosis; Acute Exacerbation Of Idiopathic Pulmonary Fibrosis; Ipf Idiopathic Pulmonary Fibrosis; Hepatic Fibrosis Unspecified; Severe Fibrosis,6; 1; 1; 1; 7; 3; 1,0.8906869226639934,General ⊂ Medical
dental,6,Dental Assistants; Dental Filling Materials; Dental Cement Dosage Form; Dental Fillings,2; 1; 6; 1,0.890708911190105,General ⊂ Medical
past,73,Pmh Past Medical History; Past Treatments,2; 1,0.8907497148929907,General ⊂ Medical
effort,7,A Small Amount Of Effort,378,0.8908475456333653,General ⊂ Medical
orders,9,Orders Hl7Publishingdomain,28,0.8908501158543956,General ⊂ Medical
cystic,184,Cystic Lesions; Cystic Mass; Cystic Duct Structure; Cystic Hygroma Of The Neck; Disease Or Disorder Liver Cystic Congenital,53; 12; 2; 2; 3,0.890899642531888,General ⊂ Medical
difficult,418,Mechanical Difficult; Not Difficult At All; Difficult Qualifier Value; Very Difficult; Somewhat Difficult; Difficult Tracheal Intubation Finding; Extremely Difficult; Slightly Difficult,2; 16; 8; 10; 5; 1; 4; 1,0.8909208105031262,General ⊂ Medical
hypoxic,92,Hypoxic Respiratory Failure,26,0.8910558225204139,General ⊂ Medical
angiography,134,Computed Tomography Angiography Of Thorax; Diagnostic Angiography; Angiography Of Cerebral Arteries : Tumor Blush; Angiography Of Intracranial Vessels; Magnetic Resonance Imaging Angiography Of Head; Magnetic Resonance Angiography; Multi Detector Computed Tomography Angiography; Angiography Of Extremity,43; 98; 9; 2; 3; 3; 3; 1,0.8911855320458977,General ⊂ Medical
humeral,47,Proximal Humeral Fractures,2,0.8912833312048392,General ⊂ Medical
foraminal,98,Foraminal Stenosis,18,0.8912905949336016,General ⊂ Medical
clips,351,Clips Skin; Aneurysm Clips,2; 5,0.891325437450726,General ⊂ Medical
minimal,660,Minimal To Mild; Minimal Activity,2; 3,0.8914862779508401,General ⊂ Medical
neurology,9,Neurology . Resident,2,0.8915061056923593,General ⊂ Medical
intracranial,958,Subdural Intracranial Haemorrhage; Subarachnoid Intracranial Haemorrhage; Intracranial Haemorrhage; Vascular : Intracranial; Angiography Of Intracranial Vessels; Epidural Intracranial Haemorrhage; Intracranial Aneurysm; Icp Intracranial Pressure; Intracranial Surgery; Intracranial Injury; Evacuation Of Intracranial Subdural Haematoma; Intracranial Structure,15; 75; 52; 3; 2; 5; 1; 4; 5; 2; 2; 1,0.8915995248272989,General ⊂ Medical
tympanic,4,Tympanic Abdoman To Percussion,2,0.8916216970840912,General ⊂ Medical
event,55,Phrenic Nerve Dysfunction Adverse Event; Event Cycle; Event Reason; Infection Other Adverse Event; Specify Site Of Other New Tumor Event,2; 20; 2; 1; 1,0.8916774595126128,General ⊂ Medical
tubular,23,Necrosis Tubular Kidney,1,0.8917249943539717,General ⊂ Medical
play,2,Does Play,1,0.8917474619588762,General ⊂ Medical
unable,120,Unable To Assess; Unable To See At All,2; 6,0.8917800581344342,General ⊂ Medical
thoracolumbar,57,Thoracolumbar Vertebral Column; Scoliosis Of Thoracolumbar Spine,3; 2,0.8918107724229372,General ⊂ Medical
pool,12,Pool Action; Blood Pool,12; 9,0.8919343989427104,General ⊂ Medical
echocardiography,3,Echocardiography : Persistent Left Superior Vena Cava; Echocardiography : Left Ventricular Ejection Fraction Calculated,1; 1,0.8919494671508588,General ⊂ Medical
providing,3,Providing Action,233,0.8920509372187905,General ⊂ Medical
tumors,4,Chest Tumors,2,0.892087701151282,General ⊂ Medical
aspirin,1,Use Aspirin,1,0.8922351717751947,General ⊂ Medical
followed,116,Followed By,2,0.892394567448355,General ⊂ Medical
sized,99,Sized Small,10,0.892565387535964,General ⊂ Medical
performed,1882,Already Performed,1,0.8928657927601582,General ⊂ Medical
infraclavicular,4,Infraclavicular Region Structure; Right Infraclavicular Lymph Node,3; 1,0.8929528338001238,General ⊂ Medical
residual,805,No Residual; Measurable Residual Disease; Residual State,19; 8; 3,0.892983136659634,General ⊂ Medical
unequal,4,Anisocoria Unequal Pupil Diameter; Unequal Skull Shape,4; 1,0.8930238976592464,General ⊂ Medical
gyrus,26,Right Superior Frontal Gyrus; Structure Of Frontal Lobe Gyrus; Left Inferior Frontal Gyrus; Structure Of Parietal Lobe Gyrus; Left Postcentral Gyrus; Structure Of Postcentral Gyrus,2; 2; 1; 2; 2; 2,0.8930674500512922,General ⊂ Medical
anatomic,31,Anatomic Node; Anatomic Location Of Primary Malignant Neoplasm; Discontinuous Anatomic Feature; Colon Diverticulum Anatomic Structure; Lymph Node By Anatomic Site; Anatomic Site Of Metastasis; Anatomic Variant; Structure Of Anatomic Arteriovenous Anastomosis; Anatomic Landmarks,378; 3; 1; 7; 6; 5; 2; 1; 1,0.8933944136183245,General ⊂ Medical
colostomy,20,History Of Colostomy,1,0.8934050260334457,General ⊂ Medical
screws,36,Facet Screws,2,0.8935640607042338,General ⊂ Medical
sacroiliac,15,Pelvis Sacrum Sacroiliac Joint; Sacroiliac Joint Structure,1; 2,0.8938184438370989,General ⊂ Medical
parenchymal,555,Parenchymal Consolidation; Parenchymal Hemorrhage; Parenchymal Atrophy,39; 18; 6,0.8938189879891275,General ⊂ Medical
treated,46,Previously Treated,4,0.8938409974824475,General ⊂ Medical
peroneal,62,Structure Of Peroneal Vein; Structure Of Right Peroneal Vein; Structure Of Left Peroneal Vein,25; 8; 13,0.8939185288349729,General ⊂ Medical
shoulder,68,Structure Of Shoulder Region; Shoulder Region Pain; Shoulder Joints Artificial,19; 4; 6,0.8939571935608991,General ⊂ Medical
nodal,85,Lymphomatous Nodal Involvement,5,0.8940140232943776,General ⊂ Medical
discontinuous,3,Discontinuous Anatomic Feature,1,0.8940586535394826,General ⊂ Medical
perihilar,543,Perihilar Lung Mass; Perihilar Pneumonia,13; 1,0.8940809708161119,General ⊂ Medical
prevertebral,28,Structure Of Prevertebral Lymph Node,1,0.8941768840796103,General ⊂ Medical
trabecular,3,Trabecular Substance Of Bone,1,0.8942070207393671,General ⊂ Medical
peri,3,Peri Aortic,1,0.8942357248658276,General ⊂ Medical
fibrin,6,Elevated Fibrin Degradation Fragment Concentration,2,0.8942658229500785,General ⊂ Medical
seizures,25,Activities Seizures; New Onset Seizures,7; 4,0.8942710842612298,General ⊂ Medical
presumed,93,Pneumonia Presumed,1,0.8944588859458433,General ⊂ Medical
uncus,2,Right Uncus,2,0.8945654703384969,General ⊂ Medical
relate,84,Relate Vinyl Resin,121,0.8949918601473633,General ⊂ Medical
unilateral,17,Chest Xray Diaphragm Elevation Unilateral; Unilateral Right,3; 2,0.8950101570330048,General ⊂ Medical
musculature,15,Musculature Of Abdominal Wall,1,0.8952210417744693,General ⊂ Medical
fr,47,4 Fr; 5 Fr; 7 Fr; 6 Fr; 8 Fr,5; 20; 3; 1; 1,0.8953628399829473,General ⊂ Medical
endobronchial,190,Endobronchial Lesion; Endobronchial Mass; Endobronchial Stent Placement; Endobronchial Ultrasound Transbronchial Needle Aspiration; Endobronchial Valve,79; 20; 3; 1; 1,0.8954421512224278,General ⊂ Medical
widened,59,Widened Structure,58,0.8954883655517005,General ⊂ Medical
arcing,3,Electrical Arcing,3,0.8955362963507838,General ⊂ Medical
bronchoalveolar,40,Bronchoscopy With Bronchoalveolar Lavage; Bronchoalveolar Pneumonia,1; 1,0.8957454691995842,General ⊂ Medical
feces,2,Gastrointestinal Tract Feces,16,0.8959436280224626,General ⊂ Medical
extraluminal,21,Extraluminal Route Of Drug Administration,20,0.8959822375378798,General ⊂ Medical
micro,3,Micro Spiculations,179,0.8961873063594337,General ⊂ Medical
spiculated,241,Spiculated Mass; Lesion With Spiculated Margin,51; 11,0.8961922603553216,General ⊂ Medical
tobacco,9,Tobacco In Any Form; Tobacco Abuse,2; 1,0.8962050367431198,General ⊂ Medical
sagittal,757,Set Of Sagittal Planes; Superior Sagittal Sinus Structure; Diameter . Sagittal,728; 3; 1,0.8962273033307028,General ⊂ Medical
para,4,Para Aortic Region,23,0.8962667463867287,General ⊂ Medical
leptomeninges,4,Neoplasm Of The Leptomeninges,19,0.8963544185521297,General ⊂ Medical
marked,482,Moderate To Marked,2,0.896384814041866,General ⊂ Medical
polyp,10,Polyp Of Gallbladder,3,0.8963951154311511,General ⊂ Medical
metastatic,2486,Metastatic Malignancy; Malignant Melanoma Metastatic; Metastatic Lesion; Metastatic Malignant Neoplasm To Liver; Lymphangitic Metastatic Disease; Metastatic Malignant Neoplasm To Bone; Metastatic Non Small Cell Lung Cancer; Metastatic Mass; Metastatic Lung Carcinoma; Metastatic Malignant Neoplasm To Vertebral Column; Metastatic Malignant Neoplasm To Lung; Metastatic Malignant Neoplasm To The Adrenal Gland; Metastatic Malignant Neoplasm To Brain; Metastatic Malignant Neoplasm To Pancreas; Metastatic Malignant Neoplasm To The Retroperitoneum; Metastatic Small Cell Neuroendocrine Carcinoma; Metastatic Malignant Neoplasm To The Abdominal Cavity; Metastatic Non Small Cell Carcinoma; Lung Carcinoma Metastatic In The Brain; Metastatic Squamous Cell Carcinoma; Metastatic Malignant Neoplasm In The Spinal Cord; Metastatic Malignant Neoplasm To Kidney; Metastatic Malignant Neoplasm In The Neck; Cancer Metastatic Thyroid,9; 1; 299; 40; 56; 80; 43; 11; 16; 12; 41; 25; 6; 1; 1; 1; 3; 3; 3; 5; 5; 3; 2; 1,0.8964643556070042,General ⊂ Medical
sinuses,487,Thrombosis Of Venous Sinuses; Diseases Of The Maxillary Sinuses; Disorder Of Paranasal Sinuses; Head Sinuses; Head Sinuses Orbit,1; 2; 19; 11; 2,0.8965480207088907,General ⊂ Medical
levels,295,4 Levels; 3 Levels; Calcium Increased Levels; 5 Levels,10; 5; 7; 12,0.8965520002221319,General ⊂ Medical
hemiparesis,2,Hemiparesis Of Right Side,2,0.8966486512729326,General ⊂ Medical
question,381,Pattern Of Bowel Movements Question; Pain Distress Question; Cough Question; Dyspnea Question; Distress Question; Information Question; Shortness Of Breath Question; Pain Question; Swelling Question; Vomiting Question; Breathing Distress Question,266; 3; 2; 2; 4; 8; 3; 1; 2; 1; 1,0.8968082382993013,General ⊂ Medical
intertrochanteric,9,Intertrochanteric Fracture Of Femur,4,0.896925691304171,General ⊂ Medical
brachiocephalic,276,Structure Of Brachiocephalic Vein; Structure Of Brachiocephalic Artery,197; 8,0.8969275025730508,General ⊂ Medical
branching,8,Normal Branching,1,0.8969471382357714,General ⊂ Medical
intradural,8,Intradural Extramedullary; Intradural Route Of Administration,2; 6,0.8969550737572503,General ⊂ Medical
flow,625,Flow Rate; Doppler Colour Flow,1; 3,0.896975877882245,General ⊂ Medical
light,19,Light Intensity,3,0.8971208828216928,General ⊂ Medical
anatomically,3,Left Pulmonary Viewed Anatomically Apex; Pulmonary Viewed Anatomically Apex; Right Pulmonary Viewed Anatomically Apex,77; 141; 141,0.8971732647627234,General ⊂ Medical
trauma,148,Blunt Trauma; Trauma Qualifier; Previous Trauma; Fat Embolism As Early Complication Of Trauma Disorder,17; 43; 1; 1,0.8972300247121265,General ⊂ Medical
nurse,59,Radiology . Nurse,3,0.8973151482962279,General ⊂ Medical
suprahilar,117,Suprahilar Lung Mass,4,0.8973263235137439,General ⊂ Medical
cap,11,Cap Combination; Cap Formation Cell Function,1; 3,0.8973516072713975,General ⊂ Medical
hygroma,2,Cystic Hygroma Of The Neck; Bifrontal Subdural Hygroma,2; 1,0.8974157876119592,General ⊂ Medical
colon,421,Wall Of Colon; Colon And Rectum; Rectum And Sigmoid Colon; Colon Diverticulum Anatomic Structure; Ascending Colon Structure; Descending Colon Structure; Colon Resection; Abscess With Diverticular Disease Of Colon; Segment Of Colon; Cecum And Ascending Colon; Colon Inflammation; Segmental Excision Of Colon; Complete Resection Of Colon; Congenital Redundant Colon,6; 23; 51; 7; 6; 14; 1; 11; 1; 1; 5; 2; 2; 1,0.8976305061359425,General ⊂ Medical
remains,1345,Body Remains,1,0.8977022333754864,General ⊂ Medical
subjective,3,Subjective Fever,1,0.8978104655865127,General ⊂ Medical
tibialis,3,Tibialis Posterior Muscle Structure,3,0.8978671953864703,General ⊂ Medical
lobulated,93,Lobulated Nodule,93,0.8978846337279524,General ⊂ Medical
induration,8,Induration Of Subcutaneous Fat,1,0.8979577054336255,General ⊂ Medical
antecubital,42,Left Antecubital Fossa; Right Antecubital Fossa; Structure Of Antecubital Vein,8; 3; 1,0.8980412004222685,General ⊂ Medical
excision,36,Margins Of Excision; Excision Of Right Adrenal Gland; Excision Of Group Of Lymph Nodes; Excision Of Mass Procedure; Segmental Excision Of Colon; Excision Procedures On Lymph Node Of Axilla; Excision Of Neoplasm; Excision Of Lamina Of Cervical Vertebra; Complete Excision Of Left Lung,138; 1; 7; 1; 2; 1; 6; 2; 5,0.8980809013340417,General ⊂ Medical
tonic,2,Tonic Clonic Convulsion,6,0.8981802737579322,General ⊂ Medical
subclavian,1121,Left Subclavian; Structure Of Subclavian Vein; Structure Of Subclavian Artery; Structure Of Right Subclavian Vein; Subclavian Central Venous Line; Subclavian Right; Catheter Subclavian; Thrombosis Of Subclavian Veins; Subclavian Steal Syndrome,72; 56; 73; 43; 51; 152; 68; 1; 2,0.8986261289368854,General ⊂ Medical
cardiopulmonary,134,Cardiopulmonary Status,4,0.8986264228580081,General ⊂ Medical
infratemporal,1,Structure Of Infratemporal Fossa,1,0.8988222060030232,General ⊂ Medical
lingular,185,Lingular Pneumonia,1,0.8989519020544952,General ⊂ Medical
search,4,Search Action,1,0.8989573138677354,General ⊂ Medical
recent,1459,Most Recent; Recent Surgery; Recent Abdominal Surgery; Recent Infection; A Recent Injection; Recent Cardiac Arrest; Recent Weight Loss; Recent Fracture,268; 41; 1; 1; 1; 1; 1; 1,0.8989801864027231,General ⊂ Medical
hydronephrosis,234,No Hydronephrosis; Moderate Hydronephrosis; Mild Hydronephrosis; Severe Hydronephrosis; Bilateral Hydronephrosis,66; 8; 3; 1; 10,0.899001462183063,General ⊂ Medical
tracheal,354,Tracheal Structure; Tracheal Stents; Removal Of Tracheal Stent; Tracheal Displacement; Tracheal Deviation To Left; Subglottic Tracheal Narrowing; Tracheal Narrowing; Tracheal Ectopic Calcification; Difficult Tracheal Intubation Finding; Tracheal Impingement,323; 71; 2; 11; 3; 3; 8; 1; 1; 2,0.8991853937395369,General ⊂ Medical
intrapulmonary,28,Intrapulmonary Haemorrhage; Recurrent Intrapulmonary Haemorrhage,60; 1,0.8992417393212023,General ⊂ Medical
mechanical,26,Mechanical Difficult; Mechanical Aspirations; Mechanical Obstruction,2; 16; 3,0.8992972234549331,General ⊂ Medical
relief,5,Pain Relief Medication; Symptomatic Relief,3; 1,0.8993159709922658,General ⊂ Medical
retrocrural,26,Retrocrural Lymph Node,12,0.8993981547140519,General ⊂ Medical
diverticula,49,Few Colonic Diverticula,1,0.8994934317959787,General ⊂ Medical
cyst,312,Parapelvic Cyst; Arachnoid Cyst; Cyst Of Liver; Subchondral Bone Cyst; Peripelvic Cyst In The Right Kidney; Renal Cyst Benign; Cyst Wall; Maxillary Sinus Retention Cyst,8; 3; 24; 6; 1; 3; 1; 1,0.8995576086759092,General ⊂ Medical
hernia,219,Oesophageal Hiatus Hernia; Lih Left Inguinal Hernia; Ih Inguinal Hernia; Rih Right Inguinal Hernia; Axial Hiatal Hernia; Hernia Of Cerebellar Tonsil Into Foramen Magnum; Sliding Hiatus Hernia; Unspecified Ventral Hernia Without Mention Of Obstruction Or Gangrene; Bilateral Inguinal Hernia; Hernia Surgery; Incarcerated Femoral Hernia; Right Femoral Hernia,98; 7; 17; 14; 8; 29; 1; 2; 1; 1; 9; 1,0.8996183544940538,General ⊂ Medical
viral,5,Viral Pneumonia,1,0.899704254096465,General ⊂ Medical
relieved,2,Relieved Qualifier Value,2,0.8997332469513623,General ⊂ Medical
wiring,1,Procedure Sternum Wiring,39,0.9000120901264939,General ⊂ Medical
shortness,594,Increased Shortness Of Breath; Sob Shortness Of Breath; Mild Shortness Of Breath; Shortness Of Breath Question; Intermittent Shortness Of Breath; No Shortness Of Breath; Some Shortness Of Breath,19; 3; 3; 3; 1; 1; 1,0.9000709625693555,General ⊂ Medical
barrier,1,Barrier Device,1,0.90010395798233,General ⊂ Medical
supratentorial,50,Supratentorial Hemorrhage,1,0.9001503285928006,General ⊂ Medical
adrenals,97,Normal Adrenals,1,0.9001823966177376,General ⊂ Medical
fibula,4,Tibia And Fibula; Bone Structure Of Fibula; Bone Structure Of Shaft Of Fibula,4; 1; 2,0.9002151977393341,General ⊂ Medical
stent,1101,Removal Of Tracheal Stent; Placement Of Stent; Stent Device; Stent Complication; Stent Migration; Endobronchial Stent Placement; Bronchial Stent Occlusion; Cardiac Catheterization Placement Of Stent 1; Arterial Stent Occlusion; Stent Grafts Vascular Aortoiliac,2; 218; 73; 1; 5; 3; 2; 1; 1; 2,0.9003170885309585,General ⊂ Medical
ureter,39,Kidney And Ureter; Distal Ureter; Abdomen Pelvis Ureter Pelvis Urinary Bladder,3; 44; 5,0.9003844160407904,General ⊂ Medical
sacral,18,Pre Sacral; First Sacral Spinal Nerve; Sacral Spinal Nerve Root Structure; Sacral Perineural Cysts; Sacral Region Of Central Canal Of Spinal Cord,10; 1; 2; 3; 2,0.9004961933580177,General ⊂ Medical
effacement,146,Thecal Sac Effacement; Sulcal Effacement,1; 22,0.9006315862210333,General ⊂ Medical
fillings,1,Dental Fillings,1,0.9007117520843766,General ⊂ Medical
occult,16,Occult Malignancy,3,0.9007748663485214,General ⊂ Medical
dural,64,Dural Graft; Dural Calcifications,1; 1,0.900875902183959,General ⊂ Medical
bleeding,307,Increased Bleeding; Bleeding Controlled; Gastrointestinal Bleeding Retroperitoneum; Operative Bleeding; Risk For Bleeding,2; 1; 26; 7; 4,0.9009817147192886,General ⊂ Medical
