pretty_name,cui,frequency,average_acc
Intentional,C1283828,2,1.0
Change Positions,C0444793,2,1.0
58 Qualifier Value,C4517817,1,1.0
Medial Margin,C4489135,1,1.0
Subways,C0524709,2,1.0
Evacuation Of Intracranial Subdural Haematoma,C0521278,2,1.0
Hernia Surgery,C3826215,1,1.0
Bowel Contents,C1546561,1,1.0
Mva Mitral Valve Annuloplasty,C0396850,1,1.0
Mi Post,C0856742,5,1.0
Head Or Neck,C4698666,2,1.0
Liver Gi,C5453120,1,1.0
Pelvic Brim,C2330508,1,1.0
Nonmetastatic,C1518409,1,1.0
Left Posterior Chest,C0694657,4,1.0
Right Caudate Nucleus,C2334749,2,1.0
Transvaginal Ultrasound : Multiple Small Cysts Of Ovary,C2145688,1,1.0
Aortic Lymphadenopathy,C1264108,1,1.0
Ultrasound Guided Liver Biopsy,C0860886,3,1.0
Direct Tumor Extension,C3899369,2,1.0
Sixty Five,C0450385,1,1.0
Lung Scarring,C1403086,3,1.0
Main Stem Bronchus Compression,C3671982,1,1.0
Cutaneous Wheal,C0221232,1,1.0
Tagamet,C0592157,1,1.0
Benadryl,C0700899,1,1.0
7 Benzyloxyresorufin O Dealkylase,C0070319,2,1.0
Levaquin,C0721336,2,1.0
Levonor,C0702008,1,1.0
Neck Computed Tomography With Contrast,C2316245,1,1.0
Fluorine 18 Fluorodeoxyglucose Avid Tumor,C5239279,1,1.0
Hypopharyngeal Structure,C0020629,1,1.0
Pathological Diagnosis,C5554790,1,1.0
Dilated Main Pulmonary Artery,C5233445,1,1.0
Subcortical Lesions,C0871456,1,1.0
Ataxia Of Gait,C0751837,1,1.0
Biopsy Of Bronchus,C0740463,1,1.0
Disc Disorders,C0012619,1,1.0
History Of Atrial Fibrillation,C0729790,2,1.0
Photodyn,C5432387,1,1.0
No Improvement,C3844714,1,1.0
Tracheal Impingement,C0749611,2,1.0
Peripheral Venous Catheter,C2985513,1,1.0
Structure Of Antecubital Vein,C1276271,1,1.0
Blood Carbon Dioxide Level Above Normal,C0020440,2,1.0
As A 2,C0636363,3,1.0
Induration Of Subcutaneous Fat,C0410939,1,1.0
Vascular Patencies,C0042377,1,1.0
Left Posterior Pararenal Space,C2952927,1,1.0
66 Qualifier Value,C4517841,1,1.0
Local Area,C0681785,1,1.0
Staging Procedure Intent,C1276306,1,1.0
Hemiparesis Of Right Side,C0457435,2,1.0
On Iv,C3714655,1,1.0
Inferior Vena Caval,C0521360,8,1.0
Congenital Portosystemic Venous Shunt,C0344688,2,1.0
Sensitivity And Specificity,C0036668,1,1.0
On Treatment,C4684449,2,1.0
One Or Two Days,C3843197,1,1.0
Entire Ul Upper Limb,C1269078,2,0.8961899040332478
Post Cardiac Surgery,C2062965,1,1.0
Stabilized Qualifier Value,C0184512,2,1.0
Fair,C2911689,1,1.0
Hospitals State,C0020026,1,1.0
Congenital Absence Of Breast,C0266009,1,1.0
Contained In Attribute,C4518417,2,1.0
Severity One Out Of Three,C4687958,1,1.0
Catheter Sheath,C1299426,1,1.0
Malignant Tumour Of Stomach,C0024623,1,1.0
Diffuse Angiomatosis,C0002992,1,1.0
Every Day,C0332173,2,0.979866693160857
Densities Lungs,C0746094,6,1.0
Malrotated,C4086563,1,1.0
Structure Of Fundus Uteri,C0227817,1,1.0
Bronchoalveolar Pneumonia,C3671988,1,1.0
Sphincterotomies,C0748895,2,1.0
Ileostomies Incontinent,C0041282,1,1.0
Schizoaffective Disorder,C0036337,1,1.0
Alveolar Damage,C4313322,3,1.0
Changed Status,C0443172,1,0.8186953874341387
Labored,C4068782,6,1.0
Savage,C0331893,3,1.0
Involuntary,C2986385,1,1.0
The Uppermost Part Of The Stomach,C0007144,4,0.8916201135148543
Commit Operation,C2347840,1,1.0
Duodeno Jejunal,C0450198,1,0.782659053816791
Therapists,C0871525,5,1.0
Too Much,C3843660,1,1.0
Bronchocentric,C5539830,2,1.0
Arterial Stent Occlusion,C0919560,1,1.0
History Of Dysphagia,C5438122,2,1.0
Pathology Speech,C0080355,7,1.0
Superior Part Of Chest Wall,C4322849,1,1.0
Excision Procedures On Lymph Node Of Axilla,C0193867,1,1.0
Penetrating Ulcer,C1265811,3,1.0
Ventricular Fibrillation Arrest,C0750189,1,1.0
Normalize Activity,C1882115,1,1.0
Creatinine Rising,C0742904,1,1.0
Oesophageal Varices With Haemorrhage,C0155789,3,0.7620411877981476
Ald Alcoholic Liver Disease,C0023896,1,1.0
Mart 1 Tumor Antigen,C1522481,2,1.0
Dysplastic Nodule,C3163961,1,1.0
Artery Right,C3171705,1,1.0
Nodular Lesions,C1518345,9,1.0
Transjugular,C4489465,1,1.0
Portal Systemic Vascular Shunt Disorder,C0948900,1,1.0
Drainage Of Ascites,C0405789,1,1.0
8 Fr,C4068968,1,1.0
Portal Venous System Structure,C0226727,1,0.8673041004182859
Millimeter Of Mercury,C0439475,1,1.0
Simultaneously,C0521115,3,1.0
Lower Extremity . Right Lower Leg,C0230442,34,1.0
Living On The Street,C0237154,5,1.0
Ischaemia Of Legs,C1579665,19,1.0
Ulcerative Lesion,C0041582,3,0.8094302184558276
Ulcer Of Lower Extremity,C0023223,2,1.0
Pain In Thoracic Spine,C0677061,1,1.0
Diameter . Sagittal,C0552412,1,1.0
Disorder Of Joint,C0022408,1,1.0
Stent Grafts Vascular Aortoiliac,C1322790,2,1.0
Aorta And Iliac Artery Cs,C1268307,3,1.0
Structure Of Internal Iliac Artery,C0226364,1,0.7711079534217815
Focal Scarring,C4231136,1,1.0
Anomalous,C3277934,2,1.0
Iliac Stenting,C0850459,2,1.0
Note Document,C1317574,1,1.0
Echocardiography : Left Ventricular Ejection Fraction Calculated,C2023410,1,1.0
Maxillary Sinus Retention Cyst,C4761181,1,1.0
Abnormality Of Lung Structure,C4021760,1,1.0
Advanced Lung Carcinoma,C4727088,2,1.0
Peritonsillar Abscess,C0031157,1,1.0
Dental Fillings,C0178866,1,1.0
Sublingual Gland Structure,C0038553,1,1.0
Glottis Structure,C0017681,14,1.0
Mucosal Thickening,C3686502,1,1.0
Inguinal Region Structure,C0018246,1,0.7609363009076515
Indicine N Oxide,C0063465,2,1.0
Abdominal Distention And Pain,C2749840,1,1.0
Adnexal Cysts,C0740787,2,1.0
Sentinels,C0950580,1,1.0
Multiphasic Computed Tomography Of The Abdomen,C4527263,1,1.0
Mass Of Ovary,C0240611,2,1.0
Structure Of Right Ovary,C0227873,2,0.7968942857361893
Neck Swelling,C0578454,2,1.0
Thyroid Hyperplasia,C1112776,3,1.0
Swelling Of Forearm,C2038705,2,1.0
Venous Filter,C4489431,2,1.0
Rolelinkhascontact,C3242793,1,1.0
Bilateral Hydronephrosis,C0521622,10,1.0
Anchoring Procedure,C1293132,2,0.99
Transitional Cell Neoplasm Of The Urinary Tract,C1519840,3,1.0
Umbrella Filters,C0080266,1,1.0
Haematoma With Intact Skin,C0432742,1,1.0
Cerebrovascular,C1880018,2,1.0
Acute Ischaemic Stroke,C5392833,1,1.0
Stage Small Cell Lung Cancer,C0280249,1,1.0
Lipoma Of Skin And Subcutaneous Tissue Of Scalp,C0347425,1,1.0
Bilateral Pulmonary Agenesis,C4021610,1,1.0
Broaches,C0179429,1,1.0
Speciman Volume : Vol : Pt : Bld : Qn,C0365302,1,1.0
Structure Of Bone Marrow Of Vertebral Body,C0229622,1,1.0
Borderline Normal,C1299399,2,1.0
Bronchial Sleeve Resection,C4524131,1,1.0
Pain In Right Hip Joint,C2202100,6,1.0
Medial Cortex,C1818663,4,1.0
Recurrent Episodes Of Coughing Up Blood,C2169800,1,1.0
Neck Of Right Femur,C0833289,5,1.0
Radiology Report,C1299496,1,1.0
Excision Of Neoplasm,C1299802,6,1.0
Specimen Volume : Vol : Pt : Pericard Fld : Qn,C1369843,1,1.0
Lytic Rib Lesion,C0748418,1,1.0
Bronchus And Esophagus,C0545669,2,1.0
Entire Trochanteric Section Of Femur,C0559817,3,1.0
Head Of Right Femur,C0926821,1,0.7754567494904349
Cyberknife Radiosurgeries,C3178754,5,1.0
Inferior Posterolateral,C1180183,1,1.0
Disrupting,C0332454,2,1.0
Right Infraclavicular Lymph Node,C2329606,1,1.0
Computed Tomography Of Lumbar Spine,C0412652,1,1.0
Structure Of Body Of Sternum,C0222771,1,1.0
Electrocardiographic Right Bundle Branch Block,C0344421,1,1.0
Nodule Of Subcutaneous Tissue,C0151811,1,1.0
History Of Abnormally Low Blood Pressure,C3532479,2,1.0
Predisposing,C0231203,2,1.0
A Very Short Time,C4526594,1,1.0
Alveolar Emphysema Of Lung,C0264393,2,1.0
Attendance,C2827364,1,1.0
Recent Cardiac Arrest,C2169451,1,1.0
31 Minutes,C3845577,1,1.0
Mental Status Stupor,C0085628,1,1.0
Dilatation Of Descending Aorta,C3164874,1,1.0
Aortic Artery Thrombosis,C0854142,1,1.0
467 468 Common And Internal Iliac Arteries,C0226360,1,1.0
Epigastric Arteries,C0282640,2,1.0
Transcutaneous,C5570969,1,1.0
Removal Of Lesion,C2170038,4,1.0
Removal Of External Ventricular Drain,C0846144,3,1.0
Targets Fiducial,C2826325,4,1.0
Intestine Resection,C0741614,10,1.0
Supratentorial Hemorrhage,C3469453,1,1.0
Cancer Etiology,C1516195,1,1.0
Small Brain,C3151998,1,1.0
Laminectomy Decompression,C1306561,1,1.0
Compression Of Fractured Vertebra,C0740366,1,1.0
Spinal Decompression Surgery,C0408670,1,1.0
Date Of Surgical Procedure,C5204340,1,1.0
Ventricular Csf,C1550320,1,1.0
Bifrontal Subdural Hygroma,C4229392,1,1.0
Syndrome Arterial,C1406682,7,1.0
Aortic Arch Branch,C1516032,1,1.0
Personal History Of Pathologic Fracture,C0016663,1,1.0
Disgusting,C0683283,1,1.0
Signs Neurologic,C0751378,2,1.0
Elevation Value,C0702240,2,0.8549409965228274
Small Lung Volumes,C4748643,1,1.0
Chronic Anaemia,C0581384,1,1.0
None Of These,C3843725,1,1.0
Blanching,C0948786,1,1.0
Closing Wound,C0679319,1,1.0
Anemia Persistent,C0741008,2,1.0
Post Prostatectomy,C2062400,1,1.0
Thickening Of Skin,C0241165,1,1.0
Pleural Based Plaque,C0747634,1,1.0
Fifth Lumbar Spinal Nerve,C0501793,1,1.0
Malignant Neoplasm Of Lung,C0242379,1,1.0
Squamous Cell Carcinoma Of The Glottis,C0280325,3,1.0
Retropharyngeal,C0521366,1,1.0
Lidocaine Viscous,C0721362,1,1.0
Actclassstorage,C1698986,1,1.0
Unspecified Musculoskeletal Problem,C0426779,1,1.0
Transporting Patient,C0150390,1,1.0
Aortic Valve Regurgitation,C0003504,3,1.0
Icc Insertion Of Intercostal Catheter,C0189476,3,0.9899999999999999
Surgery Bypass Graft,C0185098,1,0.7715117381177838
Pre Existing Condition Coverage,C3542017,1,1.0
Deformity Of Chest Wall,C3164427,5,1.0
Lipid Accumulation,C0333574,1,1.0
Anatomic Landmarks,C3178884,1,1.0
Pulmonary Respirations,C0035213,1,1.0
Methicillin Resistant Staphylococcus Aureus Septicemia,C0877176,3,1.0
Defibrillator Pacemakers,C0810517,1,1.0
Decreased,C0392756,1,1.0
Thalamic Lesions,C3278495,1,1.0
Moderately Decreased,C5425897,1,1.0
Material Stretched,C1883175,2,1.0
Ecchymotic,C0333283,3,1.0
Line Insertion Site,C1272591,1,1.0
Severe Fibrosis,C4699563,1,1.0
Multiple Kidney Cysts,C0431718,4,0.7688675508874618
Right Pretracheal Lymph Node,C2337765,1,1.0
Presacral Space,C2950548,1,1.0
Large Intestine Anastomosis,C0852681,1,1.0
Gastrointestinal Tract Vascular Insufficiency,C0156149,2,1.0
History Of Ischaemic Colitis,C4040547,2,1.0
My Appearance Has Basically Not Changed,C4085995,1,1.0
Left Pedicle Of Vertebra,C0505958,2,1.0
Use For,C1947945,1,1.0
Betadine,C0699524,1,1.0
Transseptal Catheter,C1272580,1,1.0
Transplantation Of Heart,C0018823,1,1.0
Enlarged Polycystic Kidneys,C1567435,1,1.0
Previous Diagnosis,C0332132,1,1.0
Wedge Resection Action,C0184909,1,0.7793737786856793
Enteric Cutaneous Fistula,C0341318,31,1.0
Vascular Occlusions Mesenteric,C0025472,1,1.0
Superior Mesenteric Artery And Inferior Mesenteric Artery,C1508648,1,0.912425978149469
Wound Of Abdomen,C4510895,6,1.0
Stomach Empty Finding,C3686898,1,1.0
Sweep,C2348625,1,1.0
Gastrointestinal Tract Structure,C0017189,1,1.0
Complete Resection Of Colon,C0192871,2,1.0
Peripheral Catheter,C1827740,1,1.0
Post Abdominal Surgery,C2062966,2,1.0
Endotracheal Tube Positioning,C3649226,1,1.0
Anterior Pararenal Space,C2953582,1,1.0
Obstructive Symptom,C0746983,2,1.0
Observation Of Wound Healing,C0043240,1,0.8885692315083418
Hypomobility,C0391852,1,1.0
Constricting Sensation Quality,C1444778,2,1.0
Mechanical Obstruction,C4062806,3,1.0
Slowed Transit,C0679317,1,1.0
Nasogastric Tube Site : Anatomy : Point In Time : Patient : Nominal,C0488908,1,1.0
Scattering,C0439742,1,1.0
Videocassette,C0042655,2,0.770562610247321
Ct Of Chest With Iv Contrast Procedure,C4029538,2,1.0
Congenital Redundant Colon,C0345266,1,1.0
Adam Metallopeptidase With Thrombospondin Type 1 Motif 1,C1332018,1,1.0
Painful Hips,C4551516,1,0.7721493499501703
Excision Of Lamina Of Cervical Vertebra,C2919897,2,1.0
Ended Status,C1272693,2,1.0
Breath Holding With Temper,C0424332,1,1.0
Non Productive Cough,C0850149,1,1.0
Recent Weight Loss,C1961006,1,1.0
Jet Airplane Device,C0336862,2,1.0
Fall Patients,C0030690,1,1.0
Cardiac Mi,C3842562,2,1.0
Single Chamber Pacemaker Device,C2911682,2,1.0
Pacemaker Ventricular,C0747133,1,1.0
Superior Extremity Of Left Kidney,C0734759,1,1.0
Clinical Assessment,C4084924,1,1.0
Incarcerated Femoral Hernia,C0743862,9,1.0
Right Femoral Hernia,C2201657,1,1.0
Flexure,C1880791,2,1.0
Neck Thorax,C0869961,1,1.0
Fluid In Esophagus,C3670914,1,1.0
Subcutaneous Infusion Of Fluids,C2036707,2,1.0
Systemic Inflammatory Response Syndrome Unspecified,C0242966,2,1.0
Intermittent Bolus,C1301695,2,1.0
Structure Of Fundus Of Gallbladder,C0227544,1,1.0
Impairment Of Pharyngeal Stripping Wave,C4288906,1,1.0
Swollen Legs,C0581394,1,1.0
Tumor Burden,C1449699,1,1.0
Bile Common Dilatation Duct,C0741480,1,1.0
Infectious Disease Of Central Nervous System,C0007684,3,1.0
Minimal Activity,C3845260,3,1.0
General Operative Procedures On The Nervous System,C0524850,3,0.8127360982841328
Extradural Abscess,C0270629,6,0.8156619934540217
Environment Hospital Day,C0587438,1,1.0
Staphylococcus Bacteria,C0038170,1,1.0
Swallowing Ability,C0566355,1,1.0
Pa Upright,C4489423,1,1.0
Capability,C2698977,2,1.0
Swallowing Function Pharyngeal Stage Transit Time,C2038595,1,1.0
Frequent Diarrhea,C1820625,1,1.0
1 Beta D Arabinofuranosylcytosine 5 Palmitate,C0048838,1,1.0
Auscultation Bronchial Breath Sounds,C0231873,1,1.0
Bronchial Breath Sounds At Left Base,C2235537,1,1.0
Pneumonia Underlying,C0747699,1,1.0
Complete Excision Of Left Lung,C4543504,5,1.0
Interferes With,C0521102,1,1.0
Obstructive Thrombosis,C3544296,1,1.0
Zone A,C0724496,1,1.0
Intensive Care Unit Stay,C5419131,7,1.0
Tearfulness,C0424109,2,1.0
Not Expanded,C3846678,1,1.0
Head Sinuses Orbit,C4533306,2,1.0
Vfd Visual Field Defect,C3887875,1,1.0
Vertebral Artery Calcification,C4531210,1,1.0
Paratrachea,C2821961,1,1.0
Soaking Procedure,C0204774,1,1.0
Hypoxia New Onset,C0745191,1,1.0
Pulmonary Vein Isolation,C3544330,6,1.0
With Issues,C3245461,1,1.0
Bacterial Infection Due To Unspecified Streptococcus,C0038395,4,1.0
Holochila,C5529267,1,1.0
Study Completion,C2348557,1,1.0
Thigh Pain,C0241374,3,1.0
Gadobutrol,C0291216,1,1.0
Entire Body Of Fifth Lumbar Vertebra,C1305613,1,1.0
Bone Graft Materials,C0181075,1,0.99
Structure Of Right External Carotid Artery,C0226091,1,0.8603968501011636
Normal Branching,C4697701,1,1.0
Posterior Cerebral Artery And Its Branches Body Structure,C1283440,1,1.0
Abdomen Pain Ctcae,C1962981,2,1.0
Digit Structure,C0582802,1,0.7725091845430405
Good Effect,C0541990,1,1.0
Non Displaced Fracture,C0585058,1,1.0
Gastro Oesophageal Reflux Disease With Oesophagitis,C0677659,1,1.0
Posttraumatic,C5453015,1,1.0
Anaesthesia Catheter,C3873661,1,1.0
Superficial Vein Thrombosis,C0235511,1,1.0
Pulmonary Interstitial Emphysema,C1370824,1,0.7710341030454839
Travelling,C0040802,1,1.0
Cervical Segments Of Spinal Cord,C0457846,6,0.9536645935567284
Meningeal Carcinomatosis,C0220654,3,1.0
Vaginal Cuff,C1550321,1,1.0
Endoscopic Incision Of Sphincter Of Oddi,C0400783,1,1.0
Midline Catheter,C5389501,2,1.0
Right Arm Paresis,C0856328,3,1.0
Cervical Ribs Bilateral,C4012455,1,1.0
Acute St Elevation Myocardial Infarction By Ekg Finding,C4083072,1,1.0
Gdc Prior Malignancy Terminology,C5202964,1,1.0
Poorly Differentiated Carcinoma,C0741899,1,1.0
Putting Down Nasogastric Tube,C0204819,1,1.0
Vap Ventilator Associated Pneumonia,C1701940,1,1.0
Summer,C0241301,1,1.0
Severe Pulmonary Hypertension,C5395247,1,1.0
Entity,C1551338,2,1.0
Ulcer Of Foot,C0085119,27,1.0
Great Toe Structure,C0018534,3,0.9207193249595801
Homologous Association,C1334043,1,1.0
Bone Structure Of Calcaneum,C0006655,1,0.99
Basisphenoid,C4241441,1,1.0
Extensive Burns,C0856633,5,1.0
D Tachycardia Context Dependent Category,C0558452,1,1.0
Anaemic,C0857322,1,1.0
Psa Level Less Than Two,C4526661,1,1.0
Hardly At All,C3898981,1,1.0
Temporal Region Of Scalp,C1561515,1,1.0
Tx Kidney Transplantation,C0022671,14,1.0
Difficulties With Micturition,C0241705,3,1.0
Deformity Of The Skull,C4759713,1,1.0
Left Cerebral Peduncle,C4254428,1,1.0
Persistent Headache,C0744648,1,1.0
Secretin Enhanced Magnetic Resonance Imaging,C3897647,1,1.0
Evacuation Of Haematoma,C1261965,3,1.0
Mid Body Of Stomach,C1284064,1,1.0
Neoplasm Of Temporal Lobe Of Brain,C1263887,2,1.0
Right Cerebral Peduncle,C4254429,1,1.0
Likelihood Ratios,C0150102,1,1.0
Malignant Neoplasm Of Larynx Stage Iv,C0851139,2,1.0
Separation Of Joint,C2103070,1,1.0
Micronodular Pattern,C1881823,1,1.0
History Of Surgery,C0455610,1,1.0
Dilatation Of The Intrahepatic Bile Ducts,C4229071,1,1.0
Troponin Complex,C0041199,1,0.99
Electrocardiography,C0013798,1,0.99
Upper Extremity . Right Upper Extremity Veins,C4266494,1,1.0
Bronchial Carcinoid,C4013426,26,1.0
Most Of The Time,C3828954,1,1.0
Overflow,C1548574,1,1.0
Structure Of Retropubic Space,C0225298,2,1.0
Abnormal Chest,C0742257,1,1.0
Ambient,C1879688,1,1.0
Biopsy Of Brain,C0740294,2,1.0
Gait Disturbance Ctcae,C4551915,3,1.0
Working,C0043227,3,1.0
Reexploration Procedure,C1293095,1,1.0
Headache On Entire Right Side,C2219285,1,1.0
Pulmonary Carcinoma Cell Type Unspecified Recurrent,C0855002,1,1.0
Of Recurrent Lung Cancer,C0862802,2,1.0
Dense Infiltrates,C5435752,1,1.0
Abnormal Blood Vessels,C0741583,1,1.0
Structure Of Superior Pole Of Kidney,C0227611,1,1.0
Extrinsic Deformity,C1446299,1,1.0
Offset,C1711330,1,1.0
Femoral Arterial Lines,C2226615,1,1.0
Right Lateral Lumbar Region Of Abdomen,C0733995,1,1.0
Adipose Tissue Retroperitoneal,C0738677,1,1.0
Anterior Muscle Of Pelvic Girdle,C0224418,1,0.7549455119086892
Lung Volume Reduction Procedure,C0524689,1,1.0
Compensating,C0205432,1,1.0
Subclavian Steal Syndrome,C0038531,2,1.0
Endobronchial Valve,C3880733,1,1.0
Rudimentary,C3550450,3,1.0
Count Of Entities,C0449788,2,1.0
Intervertebral Disc Structure Of Third Lumbar Vertebra,C0223533,1,0.99
Cholestatic Diseases Liver,C0860204,2,1.0
Laparoscopic Cholecystectomy,C0162522,1,1.0
Mass Of Pituitary,C0342419,1,1.0
Stage Iiib Lung Large Cell Carcinoma Ajcc V7,C1336224,1,1.0
Interpolar Region Of Right Kidney,C2328521,1,1.0
Neural Canals,C1522467,1,1.0
Stenosis Of Bronchus,C0151536,1,0.7732254923559253
Squamous Cell Carcinoma Of Right Lung,C4304160,1,1.0
Unspecified Disorder Of Cranial Nerves,C0010266,1,1.0
Brain Morphology,C1113650,1,1.0
Lower Thoracic Region Surface Region Of Back,C0556957,2,1.0
Cold Right Foot,C2106389,1,1.0
Collateral Blood Circulations,C0009348,1,1.0
Angiography Of Extremity,C2238103,1,1.0
Bending,C0205133,4,0.8904699649237529
Not Sure,C3844332,1,1.0
Repeated Surgical Procedure,C0035110,1,1.0
Moved To,C1299988,1,1.0
Chest Tube Flutter Valve,C3831121,1,1.0
Doxy,C1589557,2,1.0
A Codes,C0919279,3,0.983101639385923
Some Shortness Of Breath,C4287837,1,1.0
Obesity In Diabetes,C2945676,1,1.0
Pet Lays In One Place All Day,C5238548,1,1.0
Ap 1 Enhancer Binding Protein,C0085828,1,1.0
Diseases Component,C1331399,1,1.0
Abnormality Of Brain Morphology,C4021085,1,1.0
Intracranial Structure,C1267697,1,1.0
Status Nutritional,C0392209,1,0.7879274505573972
Tack,C3874006,1,1.0
1 Mild,C3843617,2,1.0
Inferior Pole,C1179623,1,1.0
Minute Ventilation,C1301655,1,1.0
Barrier Device,C1706912,1,1.0
Outer Greatest Diameter,C4086674,1,1.0
Neoplasm Of Bronchus,C0006264,1,1.0
Incorrect Patient,C4036052,1,1.0
Pain Of Right Knee Region,C5442020,1,1.0
Ability To Stand Upright,C4055530,2,1.0
View Sunrise,C1508349,1,1.0
Left Putaman,C2334169,2,1.0
Cortical Atrophy Mild,C4478333,1,1.0
Transplanted,C0700106,1,0.7969805329558446
Hereditary Nephritis Deafness Abnormal Thrombogenesis Syndrome,C1567741,4,0.9251061966869545
Color Doppler Ultrasonography,C0242844,1,1.0
Bone Structure Of Shin Bone,C0040184,1,1.0
Bone Structure Of Fibula,C0016068,1,1.0
Severe Osteopenia,C1970459,2,1.0
Bone Structure Of Shaft Of Fibula,C0588196,2,1.0
Metaphysis Of Right Femur,C0824857,1,1.0
Bone Structure Of Shaft Of Tibia,C0588199,1,1.0
Ov Oesophageal Varices,C0014867,2,1.0
Followed By,C0332283,2,0.9362211044626522
Injury Of Head Region,C0018674,1,1.0
Processes Pathological,C0030660,1,0.7933445341026941
History Of Fracture,C1272071,1,1.0
Recent Fracture,C2169561,1,1.0
Structure Of Soft Tissues Of Orbit,C0229088,1,1.0
Suboptimal Image Reason,C2828075,1,1.0
Cold Left Foot,C2106373,1,1.0
Structure Of Sole Of Foot,C0230463,1,0.7532832427429476
Necrosis Tubular Kidney,C1720775,1,1.0
Positive Cytology,C3846509,1,1.0
Chest Aorta . Thoracic Abdomen Aorta . Abdominal,C4299159,1,1.0
Lung Cancer Surgery,C4764348,1,1.0
Comply,C0725694,1,1.0
Acute Kidney Injury Ctcae,C4552597,1,1.0
Mass Of Urinary Bladder,C0238775,1,1.0
Hydroureteronephrosis On Both Sides,C2047393,1,1.0
Frontoparietal Craniotomy,C0742900,1,1.0
Right Corona Radiata,C4251078,1,1.0
External Cardiac Pacemaker,C0810585,1,1.0
Right Anterior Pararenal Space,C2953452,1,1.0
Pulmonary Nodule Stable,C0748167,1,1.0
Entire Scapular Region,C0446464,1,0.781505372044464
Hyrex Brand Of Dimenhydrinate,C0720930,1,1.0
Pain In Right Upper Limb,C0564821,1,1.0
Hand X Ray Periosteal New Bone Formation,C2021117,1,1.0
Structure Of Cardiovascular System,C0007226,2,1.0
Does Expectorate,C0566528,1,1.0
Pneumia,C3436101,2,1.0
Orthostatic Hypotension,C0020651,1,1.0
Osseus,C4309705,1,1.0
Oral Function,C0678868,1,1.0
Gait Abnormality,C0575081,2,1.0
Atrial Fibrillation New Onset,C0741281,1,1.0
Very Close,C3842405,1,1.0
Structure Of Genu Of Internal Capsule,C0152343,1,1.0
Widening Of The Ventricles,C3550480,1,1.0
Cavity Of Ventricular System Of Brain,C0230041,1,1.0
Mass Removal,C0746415,1,1.0
Intravenous Catheter Placement,C2065777,1,1.0
History Of Anaphylaxis,C4512006,1,1.0
